gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,1,Yes,Yes,62,No,No,Fiber optic,Yes,Yes,Yes,One year,Yes,Electronic check,86.33,5379.0,0
Female,0,No,No,24,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,Yes,Electronic check,79.01,1898.33,0
Male,1,Yes,Yes,12,Yes,No phone service,No,No internet service,No,No,One year,Yes,Credit card,22.72,305.11,0
Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Electronic check,80.98,1019.01,0
Male,1,Yes,No,10,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,No,Electronic check,95.52,1022.38,0
Female,0,Yes,No,18,Yes,No,DSL,No,Yes,Yes,One year,Yes,Electronic check,54.13,1004.55,0
Male,0,No,No,12,Yes,No,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer,63.42,746.3,0
Male,0,No,No,23,Yes,No,DSL,No internet service,No,Yes,Month-to-month,No,Bank transfer,58.61,1357.5,0
Female,0,Yes,Yes,44,Yes,No,Fiber optic,Yes,Yes,Yes,One year,No,Credit card,111.85,5037.85,0
Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,Credit card,72.43,2439.62,0
Female,0,Yes,No,10,No,No,DSL,Yes,Yes,No internet service,Two year,Yes,Mailed check,66.16,665.16,0
Male,0,Yes,No,22,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,82.56,1808.76,0
Female,0,Yes,No,55,Yes,No,DSL,Yes,No,Yes,Two year,No,Electronic check,48.37,2630.26,0
Female,1,Yes,Yes,2,Yes,No,DSL,No internet service,Yes,Yes,Month-to-month,No,Electronic check,47.59,35.82,1
Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,72.75,230.91,0
Female,0,No,Yes,24,Yes,No,No,No,No,Yes,Two year,No,Electronic check,29.62,734.86,0
Male,0,Yes,No,30,No,No phone service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,43.86,1252.47,0
Male,0,Yes,No,7,Yes,Yes,DSL,No internet service,No,No,Two year,Yes,Electronic check,79.8,552.37,0
Female,0,No,Yes,41,No,Yes,Fiber optic,No,Yes,No,Two year,No,Electronic check,57.32,2413.8,0
Male,0,Yes,No,31,Yes,Yes,Fiber optic,No internet service,No,No,Two year,Yes,Credit card,113.1,3483.82,0
Male,0,No,No,72,Yes,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,76.82,5490.12,0
Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Credit card,86.52,450.43,0
Female,0,Yes,No,41,Yes,No,No,No internet service,No,No,Two year,No,Mailed check,24.35,1031.06,0
Male,0,Yes,No,2,Yes,No,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,84.81,147.35,0
Female,0,Yes,Yes,24,No,No,DSL,No internet service,No,Yes,Month-to-month,No,Electronic check,48.94,1144.7,0
Male,0,No,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,One year,No,Electronic check,70.22,1708.21,0
Female,0,Yes,No,14,Yes,No,DSL,No,No internet service,No,Two year,No,Electronic check,59.22,772.77,0
Male,1,No,No,55,Yes,No,Fiber optic,No,No,Yes,One year,Yes,Credit card,58.91,3213.35,0
Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No internet service,One year,No,Credit card,110.34,0.0,0
Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Electronic check,84.03,1885.57,1
Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.72,151.65,0
Female,0,Yes,Yes,40,Yes,No phone service,Fiber optic,No internet service,Yes,No,Two year,No,Mailed check,75.53,3049.44,0
Female,0,Yes,No,1,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,28.22,86.52,0
Female,0,No,Yes,53,Yes,No phone service,No,Yes,Yes,No,Month-to-month,No,Mailed check,29.17,1520.8,0
Male,0,Yes,Yes,54,Yes,No,Fiber optic,No,No,No,Two year,No,Electronic check,43.29,2498.68,0
Male,0,Yes,No,53,Yes,No,No,No,No,No,One year,Yes,Mailed check,26.95,1499.53,0
Male,1,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,One year,No,Electronic check,77.9,325.23,0
Female,1,Yes,Yes,29,Yes,No,No,No internet service,No,No,One year,Yes,Mailed check,37.88,1089.37,0
Female,0,No,Yes,0,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,50.32,0.0,0
Female,0,No,No,56,Yes,No,Fiber optic,No internet service,No internet service,No,Month-to-month,No,Mailed check,68.43,3915.39,0
Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Credit card,79.88,3046.09,0
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,Two year,Yes,Electronic check,55.81,1155.98,0
Female,1,Yes,Yes,39,Yes,No,No,No,No,No,Two year,Yes,Credit card,37.93,1393.75,0
Female,0,No,Yes,2,No,No,Fiber optic,No internet service,No,Yes,Two year,No,Credit card,52.07,109.77,0
Female,0,No,No,22,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Credit card,51.64,1142.82,1
Female,0,Yes,No,10,Yes,No,DSL,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,27.64,230.58,1
Male,1,Yes,Yes,72,Yes,No,No,Yes,No,No,One year,No,Bank transfer,34.28,2392.18,0
Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,No,No,One year,Yes,Credit card,89.92,5117.04,0
Female,0,Yes,Yes,39,Yes,Yes,DSL,No,Yes,No,One year,No,Electronic check,53.59,2052.14,0
Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No internet service,No,One year,Yes,Mailed check,60.99,4372.82,0
Male,0,Yes,No,12,Yes,No,DSL,No internet service,Yes,Yes,Two year,No,Credit card,48.85,620.76,0
Female,0,No,No,69,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,84.75,5840.99,0
Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Credit card,68.09,802.14,1
Male,0,Yes,No,39,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,No,Bank transfer,96.42,3790.81,1
Female,0,No,Yes,40,Yes,No,DSL,No,Yes,No internet service,One year,No,Credit card,39.11,1589.96,0
Female,0,No,Yes,0,No,No,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,69.51,48.96,0
Male,0,No,No,13,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Bank transfer,52.03,607.12,1
Female,0,No,No,0,No,No,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Mailed check,88.65,0.0,1
Female,1,Yes,No,72,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card,26.74,2045.1,0
Female,1,Yes,Yes,3,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card,46.75,44.95,0
Female,0,No,No,23,Yes,Yes,DSL,No internet service,No,No,Month-to-month,No,Credit card,29.17,655.92,0
Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,68.0,3151.95,1
Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No,No,Two year,Yes,Electronic check,77.83,373.13,0
Male,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Electronic check,85.31,1583.27,1
Female,0,Yes,Yes,28,Yes,No,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,Credit card,83.92,2449.57,0
Male,1,No,Yes,5,Yes,Yes,DSL,No,No,No,Month-to-month,No,Bank transfer,60.17,309.37,0
Female,0,Yes,No,45,Yes,No,DSL,No internet service,No internet service,No,One year,Yes,Electronic check,45.42,2015.2,0
Male,1,Yes,No,10,Yes,No phone service,No,Yes,No internet service,No,Month-to-month,No,Electronic check,25.9,269.54,0
Female,0,Yes,Yes,7,No,No,Fiber optic,No,No internet service,No,One year,No,Credit card,83.02,552.34,0
Female,0,Yes,No,24,Yes,No,DSL,No,Yes,No,Month-to-month,No,Credit card,47.64,1229.03,0
Female,0,Yes,No,15,Yes,Yes,DSL,Yes,No,No internet service,Month-to-month,No,Credit card,67.6,964.47,0
Male,0,Yes,No,72,Yes,No,DSL,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,45.87,3276.37,0
Male,0,No,No,63,Yes,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,No,Mailed check,51.42,3164.62,0
Male,0,Yes,No,19,Yes,Yes,DSL,No,No,No,One year,Yes,Electronic check,65.26,1225.13,0
Female,1,No,No,13,Yes,No phone service,DSL,No,No internet service,Yes,One year,Yes,Electronic check,67.84,873.25,0
Male,0,Yes,No,11,Yes,Yes,DSL,Yes,No internet service,No,Two year,No,Credit card,57.8,695.54,0
Female,1,Yes,Yes,9,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,32.94,245.6,1
Male,1,Yes,No,23,Yes,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,81.33,1894.74,0
Male,0,No,Yes,49,Yes,No,Fiber optic,No internet service,No,No internet service,One year,Yes,Mailed check,88.2,4326.02,0
Male,0,Yes,Yes,11,Yes,No,DSL,No,Yes,No internet service,Month-to-month,No,Mailed check,39.51,339.94,1
Female,0,No,No,6,Yes,No,DSL,No internet service,No,No internet service,Month-to-month,No,Credit card,39.74,202.15,0
Male,1,Yes,No,19,No,No,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,80.52,1491.63,1
Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,Month-to-month,No,Bank transfer,64.2,212.55,0
Female,0,Yes,No,36,Yes,No phone service,No,No,Yes,Yes,Two year,No,Electronic check,40.01,1467.68,0
Male,0,No,No,21,Yes,No,No,No,No internet service,Yes,Two year,No,Electronic check,38.12,807.8,1
Female,0,No,Yes,20,Yes,No,Fiber optic,Yes,No,No,One year,No,Mailed check,84.12,1467.7,0
Male,0,No,No,10,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,34.89,253.52,0
Male,0,No,No,70,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,53.56,3785.4,0
Female,0,Yes,Yes,2,Yes,No,DSL,No internet service,No,No internet service,Month-to-month,No,Mailed check,49.54,138.19,0
Male,0,No,Yes,61,No,Yes,DSL,No,No internet service,Yes,Month-to-month,Yes,Electronic check,47.69,2871.94,0
Male,0,No,No,14,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,38.2,536.19,0
Male,0,No,Yes,63,Yes,No,DSL,No,No internet service,No,One year,Yes,Bank transfer,85.13,5360.96,0
Female,0,No,No,39,Yes,Yes,Fiber optic,No internet service,No internet service,No,One year,Yes,Credit card,92.04,3598.01,0
Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,54.68,145.43,0
Female,0,Yes,No,53,Yes,Yes,DSL,No,No internet service,Yes,Two year,Yes,Mailed check,70.11,3756.82,0
Male,0,No,No,34,Yes,No,Fiber optic,No internet service,No,No internet service,One year,No,Credit card,100.59,3475.21,0
Female,0,Yes,No,0,Yes,No phone service,No,No,No internet service,No,One year,Yes,Bank transfer,18.0,0.0,0
Female,0,No,No,4,Yes,No phone service,DSL,No,No,No internet service,One year,Yes,Electronic check,69.7,219.07,0
Female,1,Yes,No,30,Yes,No,DSL,No,No,No internet service,Month-to-month,No,Bank transfer,64.24,1887.28,0
Female,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Bank transfer,112.0,3586.4,1
Male,0,No,No,41,Yes,No,DSL,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,64.76,2672.92,1
Male,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,No,One year,Yes,Bank transfer,95.38,3663.95,0
Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Credit card,87.5,2848.44,0
Male,0,Yes,Yes,43,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,59.08,2558.36,1
Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,94.52,2374.49,1
Female,0,Yes,No,9,Yes,No,DSL,No,No,No internet service,Month-to-month,Yes,Mailed check,61.07,632.09,0
Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Two year,No,Bank transfer,60.37,4346.7,0
Female,0,No,Yes,0,Yes,No phone service,Fiber optic,No,No,No,One year,Yes,Electronic check,79.24,29.5,1
Female,1,Yes,No,13,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,No,Mailed check,83.35,1099.5,1
Male,0,No,No,39,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,36.13,1400.28,0
Female,0,Yes,No,16,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer,47.08,744.94,0
Male,1,No,Yes,0,No,No,DSL,No,No,No,Month-to-month,No,Electronic check,45.14,66.1,1
Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,66.35,128.19,0
Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.92,2646.03,1
Female,0,No,No,72,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,18.49,1294.72,0
Female,1,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,One year,Yes,Credit card,69.5,1689.13,0
Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,One year,Yes,Electronic check,91.81,1902.42,0
Male,0,No,No,11,Yes,No,DSL,No,No,No,Month-to-month,Yes,Credit card,59.51,671.2,1
Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,Credit card,73.15,594.09,1
Male,1,No,No,0,Yes,No,No,No,Yes,No,One year,No,Mailed check,20.92,0.0,0
Female,0,No,Yes,9,Yes,Yes,DSL,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,44.48,330.58,0
Male,0,No,No,17,Yes,Yes,Fiber optic,No internet service,No,Yes,Two year,Yes,Mailed check,82.89,1357.7,0
Female,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,One year,Yes,Bank transfer,87.92,483.95,0
Male,0,Yes,Yes,2,No,Yes,Fiber optic,No,No,No,Month-to-month,No,Mailed check,75.54,100.87,1
Female,0,Yes,No,37,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,34.02,1281.57,0
Female,0,No,No,67,Yes,No,DSL,No,Yes,No,One year,No,Mailed check,68.47,4693.86,0
Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,84.4,6051.22,0
Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,One year,No,Credit card,75.56,2096.48,0
Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,Two year,Yes,Mailed check,47.6,18.37,0
Male,0,Yes,Yes,40,Yes,No,DSL,Yes,No internet service,No,One year,Yes,Mailed check,58.86,2397.43,0
Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,Yes,Credit card,54.39,184.49,1
Male,0,No,Yes,33,Yes,No,Fiber optic,Yes,No internet service,No,One year,Yes,Mailed check,120.0,3959.17,0
Female,1,No,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Mailed check,75.09,3318.37,0
Male,0,Yes,No,38,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Credit card,45.96,1698.07,0
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No,Two year,No,Credit card,20.71,1500.12,0
Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,No,Electronic check,94.18,3778.29,1
Female,0,Yes,No,35,Yes,No,DSL,No,Yes,Yes,Two year,No,Mailed check,47.23,1652.09,0
Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No internet service,Two year,Yes,Credit card,84.3,791.95,0
Female,0,No,No,72,Yes,No,DSL,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,41.18,2903.96,0
Female,0,Yes,No,5,No,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,109.85,564.44,1
Female,0,Yes,Yes,70,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,35.17,2474.6,0
Male,0,No,Yes,11,Yes,No,DSL,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.22,515.47,0
Male,0,No,No,4,Yes,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,45.44,151.53,1
Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No internet service,One year,Yes,Bank transfer,78.39,4110.85,0
Female,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Credit card,70.15,0.0,1
Male,0,Yes,No,53,Yes,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,100.92,5471.69,1
Male,0,No,No,9,Yes,No,DSL,Yes,No internet service,Yes,Two year,No,Electronic check,53.86,512.51,0
Female,0,No,No,64,Yes,No phone service,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,84.83,5426.3,1
Male,0,No,Yes,35,Yes,No,DSL,No,No,Yes,Two year,Yes,Credit card,65.68,2286.32,0
Female,0,No,Yes,32,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,Mailed check,95.96,3110.26,0
Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Electronic check,73.03,928.86,0
Male,0,No,Yes,1,Yes,No,DSL,No,No,No,One year,No,Credit card,47.12,28.61,0
Male,0,No,Yes,53,Yes,No,Fiber optic,Yes,No internet service,No internet service,One year,Yes,Bank transfer,81.67,4401.05,0
Male,0,Yes,No,5,No,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Electronic check,98.45,468.66,0
Female,1,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,One year,No,Credit card,78.29,1024.61,0
Male,0,No,No,27,Yes,No,DSL,Yes,Yes,No internet service,Two year,Yes,Credit card,42.22,1101.84,0
Male,0,Yes,No,19,Yes,No,DSL,No internet service,Yes,No,Month-to-month,Yes,Electronic check,43.42,837.95,0
Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,Yes,Credit card,112.91,706.48,0
Male,0,Yes,No,4,Yes,No,DSL,No,Yes,Yes,One year,Yes,Mailed check,63.63,338.67,0
Male,0,Yes,Yes,3,Yes,No,Fiber optic,No internet service,No,No internet service,Two year,Yes,Mailed check,93.16,232.6,1
Male,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,Yes,Two year,No,Credit card,88.84,5169.12,0
Male,0,No,No,0,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card,72.4,0.0,0
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,38.57,2745.94,1
Male,0,No,No,6,Yes,No,Fiber optic,No,No,No internet service,One year,Yes,Electronic check,66.3,397.05,0
Female,1,Yes,No,3,Yes,No,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,85.64,283.01,1
Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No internet service,Two year,No,Mailed check,86.6,2278.27,0
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Two year,No,Electronic check,50.59,78.6,0
Male,0,Yes,No,27,Yes,No,DSL,Yes,No internet service,Yes,Month-to-month,No,Mailed check,48.36,1195.09,0
Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No internet service,No,One year,Yes,Electronic check,86.22,4902.82,0
Female,0,Yes,No,1,Yes,No phone service,Fiber optic,No,No,No internet service,One year,Yes,Mailed check,78.74,96.27,1
Female,0,No,No,48,Yes,Yes,DSL,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,77.25,3659.3,0
Female,0,No,Yes,15,Yes,No,Fiber optic,Yes,No,Yes,Two year,Yes,Credit card,59.87,909.8,0
Female,0,No,No,5,Yes,No,DSL,No,Yes,No internet service,Month-to-month,Yes,Electronic check,59.69,305.34,0
Female,0,No,No,5,Yes,Yes,DSL,No,No,Yes,Two year,Yes,Electronic check,56.1,293.47,0
Female,0,No,Yes,72,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,No,Credit card,80.01,5800.18,0
Male,0,No,No,3,Yes,Yes,DSL,No internet service,No,Yes,Two year,Yes,Bank transfer,64.28,188.7,0
Male,0,No,No,60,Yes,No phone service,Fiber optic,No,No,No,Month-to-month,No,Electronic check,71.8,4335.51,1
Male,0,Yes,No,23,Yes,No,DSL,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,60.99,1312.73,1
Male,0,Yes,No,1,No,No,Fiber optic,Yes,No,Yes,Two year,No,Bank transfer,45.47,0.0,0
Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,92.69,1651.35,0
Male,1,Yes,No,51,Yes,Yes,DSL,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,55.02,2755.97,0
Male,0,Yes,Yes,38,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,20.57,782.06,0
Male,0,No,No,20,Yes,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,27.29,528.59,1
Female,0,Yes,Yes,58,Yes,No,DSL,Yes,No,Yes,One year,No,Mailed check,52.95,3048.31,0
Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,One year,Yes,Bank transfer,102.11,350.51,0
Male,0,No,No,72,No,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card,79.97,5761.93,1
Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Electronic check,61.56,3393.19,1
Male,0,Yes,No,36,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,66.8,2374.55,0
Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No internet service,No,Yes,One year,No,Electronic check,64.55,3329.76,0
Male,1,Yes,No,23,Yes,No,No,No,No,No,One year,Yes,Mailed check,20.44,480.19,0
Female,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,Yes,No,One year,Yes,Credit card,75.44,2549.3,0
Female,0,Yes,No,24,Yes,No phone service,Fiber optic,No,No,Yes,One year,No,Mailed check,66.06,1627.77,0
Male,0,Yes,No,13,Yes,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,Credit card,68.33,868.86,0
Female,0,Yes,Yes,25,No,No phone service,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,37.41,1007.12,0
Male,0,No,No,8,No,No phone service,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card,63.97,587.69,0
Female,0,No,No,17,Yes,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,80.88,1285.65,0
Female,0,No,No,9,Yes,No,Fiber optic,No internet service,Yes,No,Month-to-month,No,Electronic check,85.95,775.1,0
Female,0,Yes,No,3,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,36.74,82.74,0
Male,0,No,Yes,11,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,No,Mailed check,90.8,985.82,1
Female,0,Yes,Yes,57,No,No phone service,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,33.1,1845.93,0
Male,0,Yes,No,14,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Mailed check,55.56,730.73,1
Male,1,No,No,41,Yes,No,Fiber optic,No internet service,No internet service,Yes,One year,No,Mailed check,89.21,3702.76,0
Female,0,No,No,5,Yes,Yes,DSL,Yes,Yes,No,One year,Yes,Credit card,56.89,226.06,0
Male,0,Yes,No,16,Yes,No,DSL,No,No,No,Month-to-month,No,Mailed check,56.29,905.36,0
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,68.01,136.58,0
Male,0,No,Yes,4,Yes,No,No,Yes,No,No internet service,One year,No,Credit card,27.69,174.25,0
Female,1,No,No,28,Yes,Yes,DSL,Yes,No internet service,No,Month-to-month,Yes,Credit card,58.77,1647.17,1
Female,1,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,64.75,1850.17,0
Male,0,Yes,No,7,Yes,No,Fiber optic,No,No internet service,No,One year,Yes,Mailed check,93.51,664.35,0
Female,0,Yes,No,19,Yes,No,Fiber optic,No,No internet service,No,Month-to-month,Yes,Mailed check,70.79,1332.31,1
Female,0,Yes,No,59,Yes,No phone service,DSL,No,No,No internet service,Month-to-month,Yes,Mailed check,60.59,3578.08,1
Female,0,No,Yes,5,No,No,Fiber optic,Yes,Yes,No,Two year,Yes,Mailed check,36.77,259.22,0
Male,0,Yes,No,0,Yes,No,DSL,No internet service,No,Yes,Month-to-month,No,Credit card,50.48,0.0,0
Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Mailed check,100.64,2992.33,0
Female,0,Yes,No,1,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,22.79,0.0,1
